,_time,_measurement,machine,Current_1,Current_2,Current_3,Power_Factor,Power_kVA,Power_kVAR,Power_kW,Voltage_1,Voltage_2,Voltage_3
105,2024-01-10 15:07:20+00:00,equipment_power_usage,Machine_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243.62841796875,0.0,0.0
106,2024-01-10 15:07:50+00:00,equipment_power_usage,Machine_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.19073486328125,0.0,0.0
107,2024-01-10 15:08:20+00:00,equipment_power_usage,Machine_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.2369842529297,0.0,0.0
108,2024-01-10 15:08:40+00:00,equipment_power_usage,Machine_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.03179931640625,0.0,0.0
109,2024-01-10 15:09:10+00:00,equipment_power_usage,Machine_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.92669677734375,0.0,0.0
110,2024-01-10 15:09:40+00:00,equipment_power_usage,Machine_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.0296173095703,0.0,0.0
111,2024-01-10 15:10:00+00:00,equipment_power_usage,Machine_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.15733337402344,0.0,0.0
112,2024-01-10 15:10:30+00:00,equipment_power_usage,Machine_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.2471923828125,0.0,0.0
113,2024-01-10 15:11:00+00:00,equipment_power_usage,Machine_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.35433959960938,0.0,0.0
114,2024-01-10 15:11:20+00:00,equipment_power_usage,Machine_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.36656188964844,0.0,0.0
115,2024-01-10 15:11:50+00:00,equipment_power_usage,Machine_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.047607421875,0.0,0.0
116,2024-01-10 15:12:20+00:00,equipment_power_usage,Machine_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.1805877685547,0.0,0.0
117,2024-01-10 15:12:50+00:00,equipment_power_usage,Machine_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.09628295898438,0.0,0.0
118,2024-01-10 15:13:10+00:00,equipment_power_usage,Machine_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.11801147460938,0.0,0.0
119,2024-01-10 15:13:40+00:00,equipment_power_usage,Machine_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.77874755859375,0.0,0.0
120,2024-01-10 15:14:10+00:00,equipment_power_usage,Machine_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.24691772460938,0.0,0.0
121,2024-01-10 15:14:30+00:00,equipment_power_usage,Machine_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.15614318847656,0.0,0.0
122,2024-01-10 15:15:00+00:00,equipment_power_usage,Machine_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.2214813232422,0.0,0.0
123,2024-01-10 15:15:30+00:00,equipment_power_usage,Machine_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.3278350830078,0.0,0.0
124,2024-01-10 15:15:50+00:00,equipment_power_usage,Machine_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.9423065185547,0.0,0.0
125,2024-01-10 15:16:20+00:00,equipment_power_usage,Machine_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.88870239257812,0.0,0.0
126,2024-01-10 15:16:50+00:00,equipment_power_usage,Machine_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.78012084960938,0.0,0.0
127,2024-01-10 15:17:10+00:00,equipment_power_usage,Machine_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.57354736328125,0.0,0.0
128,2024-01-10 15:17:40+00:00,equipment_power_usage,Machine_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.54444885253906,0.0,0.0
129,2024-01-10 15:18:10+00:00,equipment_power_usage,Machine_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.60586547851562,0.0,0.0
