,_time,id,count,Date,Time
375,2023-09-18 23:10:00+00:00,line_1,,2023-09-18,23:10:00
376,2023-09-18 23:15:00+00:00,line_1,,2023-09-18,23:15:00
377,2023-09-18 23:20:00+00:00,line_1,,2023-09-18,23:20:00
378,2023-09-18 23:25:00+00:00,line_1,,2023-09-18,23:25:00
379,2023-09-18 23:30:00+00:00,line_1,,2023-09-18,23:30:00
380,2023-09-18 23:35:00+00:00,line_1,,2023-09-18,23:35:00
381,2023-09-18 23:40:00+00:00,line_1,,2023-09-18,23:40:00
382,2023-09-18 23:45:00+00:00,line_1,,2023-09-18,23:45:00
383,2023-09-18 23:50:00+00:00,line_1,,2023-09-18,23:50:00
384,2023-09-18 23:55:00+00:00,line_1,,2023-09-18,23:55:00
385,2023-09-19 00:00:00+00:00,line_1,,2023-09-19,00:00:00
386,2023-09-19 00:05:00+00:00,line_1,,2023-09-19,00:05:00
387,2023-09-19 00:10:00+00:00,line_1,,2023-09-19,00:10:00
388,2023-09-19 00:15:00+00:00,line_1,,2023-09-19,00:15:00
389,2023-09-19 00:20:00+00:00,line_1,,2023-09-19,00:20:00
390,2023-09-19 00:25:00+00:00,line_1,,2023-09-19,00:25:00
391,2023-09-19 00:30:00+00:00,line_1,,2023-09-19,00:30:00
392,2023-09-19 00:35:00+00:00,line_1,,2023-09-19,00:35:00
393,2023-09-19 00:40:00+00:00,line_1,,2023-09-19,00:40:00
394,2023-09-19 00:45:00+00:00,line_1,,2023-09-19,00:45:00
395,2023-09-19 00:50:00+00:00,line_1,,2023-09-19,00:50:00
396,2023-09-19 00:55:00+00:00,line_1,,2023-09-19,00:55:00
397,2023-09-19 01:00:00+00:00,line_1,,2023-09-19,01:00:00
398,2023-09-19 01:05:00+00:00,line_1,,2023-09-19,01:05:00
399,2023-09-19 01:10:00+00:00,line_1,,2023-09-19,01:10:00
400,2023-09-19 01:15:00+00:00,line_1,,2023-09-19,01:15:00
401,2023-09-19 01:20:00+00:00,line_1,,2023-09-19,01:20:00
402,2023-09-19 01:25:00+00:00,line_1,,2023-09-19,01:25:00
403,2023-09-19 01:30:00+00:00,line_1,,2023-09-19,01:30:00
404,2023-09-19 01:35:00+00:00,line_1,,2023-09-19,01:35:00
405,2023-09-19 01:40:00+00:00,line_1,,2023-09-19,01:40:00
406,2023-09-19 01:45:00+00:00,line_1,,2023-09-19,01:45:00
407,2023-09-19 01:50:00+00:00,line_1,,2023-09-19,01:50:00
408,2023-09-19 01:55:00+00:00,line_1,,2023-09-19,01:55:00
409,2023-09-19 02:00:00+00:00,line_1,,2023-09-19,02:00:00
410,2023-09-19 02:05:00+00:00,line_1,,2023-09-19,02:05:00
411,2023-09-19 02:10:00+00:00,line_1,,2023-09-19,02:10:00
412,2023-09-19 02:15:00+00:00,line_1,,2023-09-19,02:15:00
413,2023-09-19 02:20:00+00:00,line_1,,2023-09-19,02:20:00
414,2023-09-19 02:25:00+00:00,line_1,,2023-09-19,02:25:00
415,2023-09-19 02:30:00+00:00,line_1,,2023-09-19,02:30:00
416,2023-09-19 02:35:00+00:00,line_1,,2023-09-19,02:35:00
417,2023-09-19 02:40:00+00:00,line_1,,2023-09-19,02:40:00
418,2023-09-19 02:45:00+00:00,line_1,,2023-09-19,02:45:00
419,2023-09-19 02:50:00+00:00,line_1,,2023-09-19,02:50:00
420,2023-09-19 02:55:00+00:00,line_1,,2023-09-19,02:55:00
421,2023-09-19 03:00:00+00:00,line_1,,2023-09-19,03:00:00
422,2023-09-19 03:05:00+00:00,line_1,,2023-09-19,03:05:00
423,2023-09-19 03:10:00+00:00,line_1,,2023-09-19,03:10:00
424,2023-09-19 03:15:00+00:00,line_1,,2023-09-19,03:15:00
425,2023-09-19 03:20:00+00:00,line_1,,2023-09-19,03:20:00
426,2023-09-19 03:25:00+00:00,line_1,,2023-09-19,03:25:00
427,2023-09-19 03:30:00+00:00,line_1,,2023-09-19,03:30:00
428,2023-09-19 03:35:00+00:00,line_1,,2023-09-19,03:35:00
429,2023-09-19 03:40:00+00:00,line_1,,2023-09-19,03:40:00
430,2023-09-19 03:45:00+00:00,line_1,,2023-09-19,03:45:00
431,2023-09-19 03:50:00+00:00,line_1,,2023-09-19,03:50:00
432,2023-09-19 03:55:00+00:00,line_1,,2023-09-19,03:55:00
433,2023-09-19 04:00:00+00:00,line_1,,2023-09-19,04:00:00
434,2023-09-19 04:05:00+00:00,line_1,,2023-09-19,04:05:00
435,2023-09-19 04:10:00+00:00,line_1,,2023-09-19,04:10:00
436,2023-09-19 04:15:00+00:00,line_1,,2023-09-19,04:15:00
437,2023-09-19 04:20:00+00:00,line_1,,2023-09-19,04:20:00
438,2023-09-19 04:25:00+00:00,line_1,,2023-09-19,04:25:00
439,2023-09-19 04:30:00+00:00,line_1,,2023-09-19,04:30:00
440,2023-09-19 04:35:00+00:00,line_1,,2023-09-19,04:35:00
441,2023-09-19 04:40:00+00:00,line_1,,2023-09-19,04:40:00
442,2023-09-19 04:45:00+00:00,line_1,,2023-09-19,04:45:00
443,2023-09-19 04:50:00+00:00,line_1,,2023-09-19,04:50:00
444,2023-09-19 04:55:00+00:00,line_1,,2023-09-19,04:55:00
445,2023-09-19 05:00:00+00:00,line_1,,2023-09-19,05:00:00
446,2023-09-19 05:05:00+00:00,line_1,,2023-09-19,05:05:00
447,2023-09-19 05:10:00+00:00,line_1,,2023-09-19,05:10:00
448,2023-09-19 05:15:00+00:00,line_1,,2023-09-19,05:15:00
449,2023-09-19 05:20:00+00:00,line_1,,2023-09-19,05:20:00
450,2023-09-19 05:25:00+00:00,line_1,,2023-09-19,05:25:00
451,2023-09-19 05:30:00+00:00,line_1,,2023-09-19,05:30:00
452,2023-09-19 05:35:00+00:00,line_1,,2023-09-19,05:35:00
453,2023-09-19 05:40:00+00:00,line_1,,2023-09-19,05:40:00
454,2023-09-19 05:45:00+00:00,line_1,,2023-09-19,05:45:00
455,2023-09-19 05:50:00+00:00,line_1,,2023-09-19,05:50:00
456,2023-09-19 05:55:00+00:00,line_1,,2023-09-19,05:55:00
457,2023-09-19 06:00:00+00:00,line_1,,2023-09-19,06:00:00
458,2023-09-19 06:05:00+00:00,line_1,,2023-09-19,06:05:00
459,2023-09-19 06:10:00+00:00,line_1,,2023-09-19,06:10:00
460,2023-09-19 06:15:00+00:00,line_1,,2023-09-19,06:15:00
461,2023-09-19 06:20:00+00:00,line_1,,2023-09-19,06:20:00
462,2023-09-19 06:25:00+00:00,line_1,,2023-09-19,06:25:00
463,2023-09-19 06:30:00+00:00,line_1,,2023-09-19,06:30:00
464,2023-09-19 06:35:00+00:00,line_1,,2023-09-19,06:35:00
465,2023-09-19 06:40:00+00:00,line_1,,2023-09-19,06:40:00
466,2023-09-19 06:45:00+00:00,line_1,,2023-09-19,06:45:00
467,2023-09-19 06:50:00+00:00,line_1,,2023-09-19,06:50:00
468,2023-09-19 06:55:00+00:00,line_1,,2023-09-19,06:55:00
469,2023-09-19 07:00:00+00:00,line_1,,2023-09-19,07:00:00
470,2023-09-19 07:05:00+00:00,line_1,,2023-09-19,07:05:00
471,2023-09-19 07:10:00+00:00,line_1,,2023-09-19,07:10:00
472,2023-09-19 07:15:00+00:00,line_1,,2023-09-19,07:15:00
473,2023-09-19 07:20:00+00:00,line_1,,2023-09-19,07:20:00
474,2023-09-19 07:25:00+00:00,line_1,,2023-09-19,07:25:00
475,2023-09-19 07:30:00+00:00,line_1,,2023-09-19,07:30:00
476,2023-09-19 07:35:00+00:00,line_1,,2023-09-19,07:35:00
477,2023-09-19 07:40:00+00:00,line_1,,2023-09-19,07:40:00
478,2023-09-19 07:45:00+00:00,line_1,,2023-09-19,07:45:00
479,2023-09-19 07:50:00+00:00,line_1,,2023-09-19,07:50:00
480,2023-09-19 07:55:00+00:00,line_1,,2023-09-19,07:55:00
481,2023-09-19 08:00:00+00:00,line_1,,2023-09-19,08:00:00
482,2023-09-19 08:05:00+00:00,line_1,,2023-09-19,08:05:00
483,2023-09-19 08:10:00+00:00,line_1,,2023-09-19,08:10:00
484,2023-09-19 08:15:00+00:00,line_1,,2023-09-19,08:15:00
485,2023-09-19 08:20:00+00:00,line_1,,2023-09-19,08:20:00
486,2023-09-19 08:25:00+00:00,line_1,,2023-09-19,08:25:00
487,2023-09-19 08:30:00+00:00,line_1,,2023-09-19,08:30:00
488,2023-09-19 08:35:00+00:00,line_1,,2023-09-19,08:35:00
489,2023-09-19 08:40:00+00:00,line_1,,2023-09-19,08:40:00
490,2023-09-19 08:45:00+00:00,line_1,,2023-09-19,08:45:00
491,2023-09-19 08:50:00+00:00,line_1,,2023-09-19,08:50:00
492,2023-09-19 08:55:00+00:00,line_1,,2023-09-19,08:55:00
493,2023-09-19 09:00:00+00:00,line_1,,2023-09-19,09:00:00
494,2023-09-19 09:05:00+00:00,line_1,,2023-09-19,09:05:00
495,2023-09-19 09:10:00+00:00,line_1,,2023-09-19,09:10:00
496,2023-09-19 09:15:00+00:00,line_1,,2023-09-19,09:15:00
497,2023-09-19 09:20:00+00:00,line_1,,2023-09-19,09:20:00
498,2023-09-19 09:25:00+00:00,line_1,,2023-09-19,09:25:00
499,2023-09-19 09:30:00+00:00,line_1,,2023-09-19,09:30:00
500,2023-09-19 09:35:00+00:00,line_1,,2023-09-19,09:35:00
501,2023-09-19 09:40:00+00:00,line_1,,2023-09-19,09:40:00
502,2023-09-19 09:45:00+00:00,line_1,,2023-09-19,09:45:00
503,2023-09-19 09:50:00+00:00,line_1,,2023-09-19,09:50:00
504,2023-09-19 09:55:00+00:00,line_1,,2023-09-19,09:55:00
505,2023-09-19 10:00:00+00:00,line_1,,2023-09-19,10:00:00
506,2023-09-19 10:05:00+00:00,line_1,,2023-09-19,10:05:00
507,2023-09-19 10:10:00+00:00,line_1,,2023-09-19,10:10:00
508,2023-09-19 10:15:00+00:00,line_1,,2023-09-19,10:15:00
509,2023-09-19 10:20:00+00:00,line_1,,2023-09-19,10:20:00
510,2023-09-19 10:25:00+00:00,line_1,,2023-09-19,10:25:00
511,2023-09-19 10:30:00+00:00,line_1,,2023-09-19,10:30:00
512,2023-09-19 10:35:00+00:00,line_1,,2023-09-19,10:35:00
513,2023-09-19 10:40:00+00:00,line_1,,2023-09-19,10:40:00
514,2023-09-19 10:45:00+00:00,line_1,,2023-09-19,10:45:00
515,2023-09-19 10:50:00+00:00,line_1,,2023-09-19,10:50:00
516,2023-09-19 10:55:00+00:00,line_1,,2023-09-19,10:55:00
517,2023-09-19 11:00:00+00:00,line_1,,2023-09-19,11:00:00
518,2023-09-19 11:05:00+00:00,line_1,,2023-09-19,11:05:00
519,2023-09-19 11:10:00+00:00,line_1,,2023-09-19,11:10:00
520,2023-09-19 11:15:00+00:00,line_1,,2023-09-19,11:15:00
521,2023-09-19 11:20:00+00:00,line_1,,2023-09-19,11:20:00
522,2023-09-19 11:25:00+00:00,line_1,,2023-09-19,11:25:00
523,2023-09-19 11:30:00+00:00,line_1,,2023-09-19,11:30:00
524,2023-09-19 11:35:00+00:00,line_1,,2023-09-19,11:35:00
525,2023-09-19 11:40:00+00:00,line_1,,2023-09-19,11:40:00
526,2023-09-19 11:45:00+00:00,line_1,,2023-09-19,11:45:00
527,2023-09-19 11:50:00+00:00,line_1,,2023-09-19,11:50:00
528,2023-09-19 11:55:00+00:00,line_1,,2023-09-19,11:55:00
529,2023-09-19 12:00:00+00:00,line_1,,2023-09-19,12:00:00
530,2023-09-19 12:05:00+00:00,line_1,,2023-09-19,12:05:00
531,2023-09-19 12:10:00+00:00,line_1,,2023-09-19,12:10:00
532,2023-09-19 12:15:00+00:00,line_1,,2023-09-19,12:15:00
533,2023-09-19 12:20:00+00:00,line_1,,2023-09-19,12:20:00
534,2023-09-19 12:25:00+00:00,line_1,,2023-09-19,12:25:00
535,2023-09-19 12:30:00+00:00,line_1,,2023-09-19,12:30:00
536,2023-09-19 12:35:00+00:00,line_1,,2023-09-19,12:35:00
537,2023-09-19 12:40:00+00:00,line_1,,2023-09-19,12:40:00
538,2023-09-19 12:45:00+00:00,line_1,,2023-09-19,12:45:00
539,2023-09-19 12:50:00+00:00,line_1,,2023-09-19,12:50:00
540,2023-09-19 12:55:00+00:00,line_1,,2023-09-19,12:55:00
541,2023-09-19 13:00:00+00:00,line_1,,2023-09-19,13:00:00
542,2023-09-19 13:05:00+00:00,line_1,,2023-09-19,13:05:00
543,2023-09-19 13:10:00+00:00,line_1,,2023-09-19,13:10:00
544,2023-09-19 13:15:00+00:00,line_1,,2023-09-19,13:15:00
545,2023-09-19 13:20:00+00:00,line_1,,2023-09-19,13:20:00
546,2023-09-19 13:25:00+00:00,line_1,,2023-09-19,13:25:00
547,2023-09-19 13:30:00+00:00,line_1,,2023-09-19,13:30:00
548,2023-09-19 13:35:00+00:00,line_1,,2023-09-19,13:35:00
549,2023-09-19 13:40:00+00:00,line_1,,2023-09-19,13:40:00
550,2023-09-19 13:45:00+00:00,line_1,,2023-09-19,13:45:00
551,2023-09-19 13:50:00+00:00,line_1,,2023-09-19,13:50:00
552,2023-09-19 13:55:00+00:00,line_1,,2023-09-19,13:55:00
553,2023-09-19 14:00:00+00:00,line_1,,2023-09-19,14:00:00
554,2023-09-19 14:05:00+00:00,line_1,,2023-09-19,14:05:00
555,2023-09-19 14:10:00+00:00,line_1,,2023-09-19,14:10:00
556,2023-09-19 14:15:00+00:00,line_1,,2023-09-19,14:15:00
557,2023-09-19 14:20:00+00:00,line_1,,2023-09-19,14:20:00
558,2023-09-19 14:25:00+00:00,line_1,,2023-09-19,14:25:00
559,2023-09-19 14:30:00+00:00,line_1,,2023-09-19,14:30:00
560,2023-09-19 14:35:00+00:00,line_1,,2023-09-19,14:35:00
561,2023-09-19 14:40:00+00:00,line_1,,2023-09-19,14:40:00
562,2023-09-19 14:45:00+00:00,line_1,,2023-09-19,14:45:00
563,2023-09-19 14:50:00+00:00,line_1,,2023-09-19,14:50:00
564,2023-09-19 14:55:00+00:00,line_1,,2023-09-19,14:55:00
565,2023-09-19 15:00:00+00:00,line_1,,2023-09-19,15:00:00
566,2023-09-19 15:05:00+00:00,line_1,,2023-09-19,15:05:00
567,2023-09-19 15:10:00+00:00,line_1,,2023-09-19,15:10:00
568,2023-09-19 15:15:00+00:00,line_1,,2023-09-19,15:15:00
569,2023-09-19 15:20:00+00:00,line_1,,2023-09-19,15:20:00
570,2023-09-19 15:25:00+00:00,line_1,,2023-09-19,15:25:00
571,2023-09-19 15:30:00+00:00,line_1,,2023-09-19,15:30:00
572,2023-09-19 15:35:00+00:00,line_1,,2023-09-19,15:35:00
573,2023-09-19 15:40:00+00:00,line_1,,2023-09-19,15:40:00
574,2023-09-19 15:45:00+00:00,line_1,,2023-09-19,15:45:00
575,2023-09-19 15:50:00+00:00,line_1,,2023-09-19,15:50:00
576,2023-09-19 15:55:00+00:00,line_1,,2023-09-19,15:55:00
577,2023-09-19 16:00:00+00:00,line_1,,2023-09-19,16:00:00
578,2023-09-19 16:05:00+00:00,line_1,,2023-09-19,16:05:00
579,2023-09-19 16:10:00+00:00,line_1,,2023-09-19,16:10:00
580,2023-09-19 16:15:00+00:00,line_1,,2023-09-19,16:15:00
581,2023-09-19 16:20:00+00:00,line_1,,2023-09-19,16:20:00
582,2023-09-19 16:25:00+00:00,line_1,,2023-09-19,16:25:00
583,2023-09-19 16:30:00+00:00,line_1,,2023-09-19,16:30:00
584,2023-09-19 16:35:00+00:00,line_1,,2023-09-19,16:35:00
585,2023-09-19 16:40:00+00:00,line_1,,2023-09-19,16:40:00
586,2023-09-19 16:45:00+00:00,line_1,,2023-09-19,16:45:00
587,2023-09-19 16:50:00+00:00,line_1,,2023-09-19,16:50:00
588,2023-09-19 16:55:00+00:00,line_1,,2023-09-19,16:55:00
589,2023-09-19 17:00:00+00:00,line_1,,2023-09-19,17:00:00
590,2023-09-19 17:05:00+00:00,line_1,,2023-09-19,17:05:00
591,2023-09-19 17:10:00+00:00,line_1,,2023-09-19,17:10:00
592,2023-09-19 17:15:00+00:00,line_1,,2023-09-19,17:15:00
593,2023-09-19 17:20:00+00:00,line_1,,2023-09-19,17:20:00
594,2023-09-19 17:25:00+00:00,line_1,,2023-09-19,17:25:00
595,2023-09-19 17:30:00+00:00,line_1,,2023-09-19,17:30:00
596,2023-09-19 17:35:00+00:00,line_1,,2023-09-19,17:35:00
597,2023-09-19 17:40:00+00:00,line_1,,2023-09-19,17:40:00
598,2023-09-19 17:45:00+00:00,line_1,,2023-09-19,17:45:00
599,2023-09-19 17:50:00+00:00,line_1,,2023-09-19,17:50:00
600,2023-09-19 17:55:00+00:00,line_1,,2023-09-19,17:55:00
601,2023-09-19 18:00:00+00:00,line_1,,2023-09-19,18:00:00
602,2023-09-19 18:05:00+00:00,line_1,,2023-09-19,18:05:00
603,2023-09-19 18:10:00+00:00,line_1,,2023-09-19,18:10:00
604,2023-09-19 18:15:00+00:00,line_1,,2023-09-19,18:15:00
605,2023-09-19 18:20:00+00:00,line_1,,2023-09-19,18:20:00
606,2023-09-19 18:25:00+00:00,line_1,,2023-09-19,18:25:00
607,2023-09-19 18:30:00+00:00,line_1,,2023-09-19,18:30:00
608,2023-09-19 18:35:00+00:00,line_1,,2023-09-19,18:35:00
609,2023-09-19 18:40:00+00:00,line_1,,2023-09-19,18:40:00
610,2023-09-19 18:45:00+00:00,line_1,,2023-09-19,18:45:00
611,2023-09-19 18:50:00+00:00,line_1,,2023-09-19,18:50:00
612,2023-09-19 18:55:00+00:00,line_1,,2023-09-19,18:55:00
613,2023-09-19 19:00:00+00:00,line_1,,2023-09-19,19:00:00
614,2023-09-19 19:05:00+00:00,line_1,,2023-09-19,19:05:00
615,2023-09-19 19:10:00+00:00,line_1,,2023-09-19,19:10:00
616,2023-09-19 19:15:00+00:00,line_1,,2023-09-19,19:15:00
617,2023-09-19 19:20:00+00:00,line_1,,2023-09-19,19:20:00
618,2023-09-19 19:25:00+00:00,line_1,,2023-09-19,19:25:00
619,2023-09-19 19:30:00+00:00,line_1,,2023-09-19,19:30:00
620,2023-09-19 19:35:00+00:00,line_1,,2023-09-19,19:35:00
621,2023-09-19 19:40:00+00:00,line_1,,2023-09-19,19:40:00
622,2023-09-19 19:45:00+00:00,line_1,,2023-09-19,19:45:00
623,2023-09-19 19:50:00+00:00,line_1,,2023-09-19,19:50:00
624,2023-09-19 19:55:00+00:00,line_1,,2023-09-19,19:55:00
625,2023-09-19 20:00:00+00:00,line_1,,2023-09-19,20:00:00
626,2023-09-19 20:05:00+00:00,line_1,,2023-09-19,20:05:00
627,2023-09-19 20:10:00+00:00,line_1,,2023-09-19,20:10:00
628,2023-09-19 20:15:00+00:00,line_1,,2023-09-19,20:15:00
629,2023-09-19 20:20:00+00:00,line_1,,2023-09-19,20:20:00
630,2023-09-19 20:25:00+00:00,line_1,,2023-09-19,20:25:00
631,2023-09-19 20:30:00+00:00,line_1,,2023-09-19,20:30:00
632,2023-09-19 20:35:00+00:00,line_1,,2023-09-19,20:35:00
633,2023-09-19 20:40:00+00:00,line_1,,2023-09-19,20:40:00
634,2023-09-19 20:45:00+00:00,line_1,,2023-09-19,20:45:00
635,2023-09-19 20:50:00+00:00,line_1,,2023-09-19,20:50:00
636,2023-09-19 20:55:00+00:00,line_1,,2023-09-19,20:55:00
637,2023-09-19 21:00:00+00:00,line_1,,2023-09-19,21:00:00
638,2023-09-19 21:05:00+00:00,line_1,,2023-09-19,21:05:00
639,2023-09-19 21:10:00+00:00,line_1,,2023-09-19,21:10:00
640,2023-09-19 21:15:00+00:00,line_1,,2023-09-19,21:15:00
641,2023-09-19 21:20:00+00:00,line_1,,2023-09-19,21:20:00
642,2023-09-19 21:25:00+00:00,line_1,,2023-09-19,21:25:00
643,2023-09-19 21:30:00+00:00,line_1,,2023-09-19,21:30:00
644,2023-09-19 21:35:00+00:00,line_1,,2023-09-19,21:35:00
645,2023-09-19 21:40:00+00:00,line_1,,2023-09-19,21:40:00
646,2023-09-19 21:45:00+00:00,line_1,,2023-09-19,21:45:00
647,2023-09-19 21:50:00+00:00,line_1,,2023-09-19,21:50:00
648,2023-09-19 21:55:00+00:00,line_1,,2023-09-19,21:55:00
649,2023-09-19 22:00:00+00:00,line_1,,2023-09-19,22:00:00
650,2023-09-19 22:05:00+00:00,line_1,,2023-09-19,22:05:00
651,2023-09-19 22:10:00+00:00,line_1,,2023-09-19,22:10:00
652,2023-09-19 22:15:00+00:00,line_1,,2023-09-19,22:15:00
653,2023-09-19 22:20:00+00:00,line_1,,2023-09-19,22:20:00
654,2023-09-19 22:25:00+00:00,line_1,,2023-09-19,22:25:00
655,2023-09-19 22:30:00+00:00,line_1,,2023-09-19,22:30:00
656,2023-09-19 22:35:00+00:00,line_1,,2023-09-19,22:35:00
657,2023-09-19 22:40:00+00:00,line_1,,2023-09-19,22:40:00
658,2023-09-19 22:45:00+00:00,line_1,,2023-09-19,22:45:00
659,2023-09-19 22:50:00+00:00,line_1,,2023-09-19,22:50:00
660,2023-09-19 22:55:00+00:00,line_1,,2023-09-19,22:55:00
661,2023-09-19 23:00:00+00:00,line_1,,2023-09-19,23:00:00
662,2023-09-19 23:05:00+00:00,line_1,,2023-09-19,23:05:00
663,2023-09-19 23:10:00+00:00,line_1,,2023-09-19,23:10:00
664,2023-09-19 23:15:00+00:00,line_1,,2023-09-19,23:15:00
665,2023-09-19 23:20:00+00:00,line_1,,2023-09-19,23:20:00
666,2023-09-19 23:25:00+00:00,line_1,,2023-09-19,23:25:00
667,2023-09-19 23:30:00+00:00,line_1,,2023-09-19,23:30:00
668,2023-09-19 23:35:00+00:00,line_1,,2023-09-19,23:35:00
669,2023-09-19 23:40:00+00:00,line_1,,2023-09-19,23:40:00
670,2023-09-19 23:45:00+00:00,line_1,,2023-09-19,23:45:00
671,2023-09-19 23:50:00+00:00,line_1,,2023-09-19,23:50:00
672,2023-09-19 23:55:00+00:00,line_1,,2023-09-19,23:55:00
673,2023-09-20 00:00:00+00:00,line_1,,2023-09-20,00:00:00
674,2023-09-20 00:05:00+00:00,line_1,,2023-09-20,00:05:00
675,2023-09-20 00:10:00+00:00,line_1,,2023-09-20,00:10:00
676,2023-09-20 00:15:00+00:00,line_1,,2023-09-20,00:15:00
677,2023-09-20 00:20:00+00:00,line_1,,2023-09-20,00:20:00
678,2023-09-20 00:25:00+00:00,line_1,,2023-09-20,00:25:00
679,2023-09-20 00:30:00+00:00,line_1,,2023-09-20,00:30:00
680,2023-09-20 00:35:00+00:00,line_1,,2023-09-20,00:35:00
681,2023-09-20 00:40:00+00:00,line_1,,2023-09-20,00:40:00
682,2023-09-20 00:45:00+00:00,line_1,,2023-09-20,00:45:00
683,2023-09-20 00:50:00+00:00,line_1,,2023-09-20,00:50:00
684,2023-09-20 00:55:00+00:00,line_1,,2023-09-20,00:55:00
685,2023-09-20 01:00:00+00:00,line_1,,2023-09-20,01:00:00
686,2023-09-20 01:05:00+00:00,line_1,,2023-09-20,01:05:00
687,2023-09-20 01:10:00+00:00,line_1,,2023-09-20,01:10:00
688,2023-09-20 01:15:00+00:00,line_1,,2023-09-20,01:15:00
689,2023-09-20 01:20:00+00:00,line_1,,2023-09-20,01:20:00
690,2023-09-20 01:25:00+00:00,line_1,,2023-09-20,01:25:00
691,2023-09-20 01:30:00+00:00,line_1,,2023-09-20,01:30:00
692,2023-09-20 01:35:00+00:00,line_1,,2023-09-20,01:35:00
693,2023-09-20 01:40:00+00:00,line_1,,2023-09-20,01:40:00
694,2023-09-20 01:45:00+00:00,line_1,,2023-09-20,01:45:00
695,2023-09-20 01:50:00+00:00,line_1,,2023-09-20,01:50:00
696,2023-09-20 01:55:00+00:00,line_1,,2023-09-20,01:55:00
697,2023-09-20 02:00:00+00:00,line_1,,2023-09-20,02:00:00
698,2023-09-20 02:05:00+00:00,line_1,,2023-09-20,02:05:00
699,2023-09-20 02:10:00+00:00,line_1,,2023-09-20,02:10:00
700,2023-09-20 02:15:00+00:00,line_1,,2023-09-20,02:15:00
701,2023-09-20 02:20:00+00:00,line_1,,2023-09-20,02:20:00
702,2023-09-20 02:25:00+00:00,line_1,,2023-09-20,02:25:00
703,2023-09-20 02:30:00+00:00,line_1,,2023-09-20,02:30:00
704,2023-09-20 02:35:00+00:00,line_1,,2023-09-20,02:35:00
705,2023-09-20 02:40:00+00:00,line_1,,2023-09-20,02:40:00
706,2023-09-20 02:45:00+00:00,line_1,,2023-09-20,02:45:00
707,2023-09-20 02:50:00+00:00,line_1,,2023-09-20,02:50:00
708,2023-09-20 02:55:00+00:00,line_1,,2023-09-20,02:55:00
709,2023-09-20 03:00:00+00:00,line_1,,2023-09-20,03:00:00
710,2023-09-20 03:05:00+00:00,line_1,,2023-09-20,03:05:00
711,2023-09-20 03:10:00+00:00,line_1,,2023-09-20,03:10:00
712,2023-09-20 03:15:00+00:00,line_1,,2023-09-20,03:15:00
713,2023-09-20 03:20:00+00:00,line_1,,2023-09-20,03:20:00
714,2023-09-20 03:25:00+00:00,line_1,,2023-09-20,03:25:00
715,2023-09-20 03:30:00+00:00,line_1,,2023-09-20,03:30:00
716,2023-09-20 03:35:00+00:00,line_1,,2023-09-20,03:35:00
717,2023-09-20 03:40:00+00:00,line_1,,2023-09-20,03:40:00
718,2023-09-20 03:45:00+00:00,line_1,,2023-09-20,03:45:00
719,2023-09-20 03:50:00+00:00,line_1,,2023-09-20,03:50:00
720,2023-09-20 03:55:00+00:00,line_1,,2023-09-20,03:55:00
721,2023-09-20 04:00:00+00:00,line_1,,2023-09-20,04:00:00
722,2023-09-20 04:05:00+00:00,line_1,,2023-09-20,04:05:00
723,2023-09-20 04:10:00+00:00,line_1,,2023-09-20,04:10:00
724,2023-09-20 04:15:00+00:00,line_1,,2023-09-20,04:15:00
725,2023-09-20 04:20:00+00:00,line_1,,2023-09-20,04:20:00
726,2023-09-20 04:25:00+00:00,line_1,,2023-09-20,04:25:00
727,2023-09-20 04:30:00+00:00,line_1,,2023-09-20,04:30:00
728,2023-09-20 04:35:00+00:00,line_1,,2023-09-20,04:35:00
729,2023-09-20 04:40:00+00:00,line_1,,2023-09-20,04:40:00
730,2023-09-20 04:45:00+00:00,line_1,,2023-09-20,04:45:00
731,2023-09-20 04:50:00+00:00,line_1,,2023-09-20,04:50:00
732,2023-09-20 04:55:00+00:00,line_1,,2023-09-20,04:55:00
733,2023-09-20 05:00:00+00:00,line_1,,2023-09-20,05:00:00
734,2023-09-20 05:05:00+00:00,line_1,,2023-09-20,05:05:00
735,2023-09-20 05:10:00+00:00,line_1,,2023-09-20,05:10:00
736,2023-09-20 05:15:00+00:00,line_1,,2023-09-20,05:15:00
737,2023-09-20 05:20:00+00:00,line_1,,2023-09-20,05:20:00
738,2023-09-20 05:25:00+00:00,line_1,,2023-09-20,05:25:00
739,2023-09-20 05:30:00+00:00,line_1,,2023-09-20,05:30:00
740,2023-09-20 05:35:00+00:00,line_1,,2023-09-20,05:35:00
741,2023-09-20 05:40:00+00:00,line_1,,2023-09-20,05:40:00
742,2023-09-20 05:45:00+00:00,line_1,,2023-09-20,05:45:00
743,2023-09-20 05:50:00+00:00,line_1,,2023-09-20,05:50:00
744,2023-09-20 05:55:00+00:00,line_1,,2023-09-20,05:55:00
745,2023-09-20 06:00:00+00:00,line_1,,2023-09-20,06:00:00
746,2023-09-20 06:05:00+00:00,line_1,,2023-09-20,06:05:00
747,2023-09-20 06:10:00+00:00,line_1,,2023-09-20,06:10:00
748,2023-09-20 06:15:00+00:00,line_1,,2023-09-20,06:15:00
749,2023-09-20 06:20:00+00:00,line_1,,2023-09-20,06:20:00
750,2023-09-20 06:25:00+00:00,line_1,,2023-09-20,06:25:00
751,2023-09-20 06:30:00+00:00,line_1,,2023-09-20,06:30:00
752,2023-09-20 06:35:00+00:00,line_1,,2023-09-20,06:35:00
