,_time,id,count
342,2023-09-17 19:55:00+00:00,line_1,36.0
343,2023-09-17 20:00:00+00:00,line_1,72.0
344,2023-09-17 20:05:00+00:00,line_1,62.0
345,2023-09-17 20:10:00+00:00,line_1,16.0
346,2023-09-17 20:15:00+00:00,line_1,
347,2023-09-17 20:20:00+00:00,line_1,
348,2023-09-17 20:25:00+00:00,line_1,4.0
349,2023-09-17 20:30:00+00:00,line_1,
350,2023-09-17 20:35:00+00:00,line_1,
351,2023-09-17 20:40:00+00:00,line_1,6.0
352,2023-09-17 20:45:00+00:00,line_1,12.0
353,2023-09-17 20:50:00+00:00,line_1,16.0
354,2023-09-17 20:55:00+00:00,line_1,
355,2023-09-17 21:00:00+00:00,line_1,
356,2023-09-17 21:05:00+00:00,line_1,
357,2023-09-17 21:10:00+00:00,line_1,
358,2023-09-17 21:15:00+00:00,line_1,
359,2023-09-17 21:20:00+00:00,line_1,
360,2023-09-17 21:25:00+00:00,line_1,
361,2023-09-17 21:30:00+00:00,line_1,
362,2023-09-17 21:35:00+00:00,line_1,
363,2023-09-17 21:40:00+00:00,line_1,
364,2023-09-17 21:45:00+00:00,line_1,
365,2023-09-17 21:50:00+00:00,line_1,
366,2023-09-17 21:55:00+00:00,line_1,
367,2023-09-17 22:00:00+00:00,line_1,
368,2023-09-17 22:05:00+00:00,line_1,
369,2023-09-17 22:10:00+00:00,line_1,
370,2023-09-17 22:15:00+00:00,line_1,
371,2023-09-17 22:20:00+00:00,line_1,
372,2023-09-17 22:25:00+00:00,line_1,
373,2023-09-17 22:30:00+00:00,line_1,
374,2023-09-17 22:35:00+00:00,line_1,
375,2023-09-17 22:40:00+00:00,line_1,
376,2023-09-17 22:45:00+00:00,line_1,
377,2023-09-17 22:50:00+00:00,line_1,
378,2023-09-17 22:55:00+00:00,line_1,
379,2023-09-17 23:00:00+00:00,line_1,
380,2023-09-17 23:05:00+00:00,line_1,
381,2023-09-17 23:10:00+00:00,line_1,
382,2023-09-17 23:15:00+00:00,line_1,
383,2023-09-17 23:20:00+00:00,line_1,
384,2023-09-17 23:25:00+00:00,line_1,
385,2023-09-17 23:30:00+00:00,line_1,
386,2023-09-17 23:35:00+00:00,line_1,
387,2023-09-17 23:40:00+00:00,line_1,
388,2023-09-17 23:45:00+00:00,line_1,
389,2023-09-17 23:50:00+00:00,line_1,
390,2023-09-17 23:55:00+00:00,line_1,
391,2023-09-18 00:00:00+00:00,line_1,
392,2023-09-18 00:05:00+00:00,line_1,
393,2023-09-18 00:10:00+00:00,line_1,
394,2023-09-18 00:15:00+00:00,line_1,
395,2023-09-18 00:20:00+00:00,line_1,
396,2023-09-18 00:25:00+00:00,line_1,
397,2023-09-18 00:30:00+00:00,line_1,
398,2023-09-18 00:35:00+00:00,line_1,
399,2023-09-18 00:40:00+00:00,line_1,
400,2023-09-18 00:45:00+00:00,line_1,
401,2023-09-18 00:50:00+00:00,line_1,
402,2023-09-18 00:55:00+00:00,line_1,
403,2023-09-18 01:00:00+00:00,line_1,
404,2023-09-18 01:05:00+00:00,line_1,
405,2023-09-18 01:10:00+00:00,line_1,
406,2023-09-18 01:15:00+00:00,line_1,
407,2023-09-18 01:20:00+00:00,line_1,
408,2023-09-18 01:25:00+00:00,line_1,
409,2023-09-18 01:30:00+00:00,line_1,
410,2023-09-18 01:35:00+00:00,line_1,
411,2023-09-18 01:40:00+00:00,line_1,
412,2023-09-18 01:45:00+00:00,line_1,
413,2023-09-18 01:50:00+00:00,line_1,
414,2023-09-18 01:55:00+00:00,line_1,
415,2023-09-18 02:00:00+00:00,line_1,
416,2023-09-18 02:05:00+00:00,line_1,
417,2023-09-18 02:10:00+00:00,line_1,
418,2023-09-18 02:15:00+00:00,line_1,
419,2023-09-18 02:20:00+00:00,line_1,
